Section,Sub Section,Index Name,Column Name,Currency,Unit,Source URL,Active,Discovered At,Review Status
,,Yuannan Low Carbon 8030 Aluminum Rod Premium SMM-AL-RO-019 USD/tonne 0 24/04/2026,Yuannan Low Carbon 8030 Aluminum Rod Premium SMM-AL-RO-019 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yuannan Low Carbon 8030 Aluminum Rod Premium SMM-AL-RO-019,Yuannan Low Carbon 8030 Aluminum Rod Premium SMM-AL-RO-019 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yuannan Low Carbon 8030 Aluminum Rod Premium,Yuannan Low Carbon 8030 Aluminum Rod Premium (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ90 Aluminum Billet Premium SMM-AL-BL-031 USD/tonne 0 24/04/2026,Yunan Low Carbon φ90 Aluminum Billet Premium SMM-AL-BL-031 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ90 Aluminum Billet Premium SMM-AL-BL-031,Yunan Low Carbon φ90 Aluminum Billet Premium SMM-AL-BL-031 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ90 Aluminum Billet Premium,Yunan Low Carbon φ90 Aluminum Billet Premium (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ120 Aluminum Billet Premium SMM-AL-BL-032 USD/tonne 0 24/04/2026,Yunan Low Carbon φ120 Aluminum Billet Premium SMM-AL-BL-032 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ120 Aluminum Billet Premium SMM-AL-BL-032,Yunan Low Carbon φ120 Aluminum Billet Premium SMM-AL-BL-032 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ120 Aluminum Billet Premium,Yunan Low Carbon φ120 Aluminum Billet Premium (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ178 Aluminum Billet Premium SMM-AL-BL-033 USD/tonne 0 24/04/2026,Yunan Low Carbon φ178 Aluminum Billet Premium SMM-AL-BL-033 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ178 Aluminum Billet Premium SMM-AL-BL-033,Yunan Low Carbon φ178 Aluminum Billet Premium SMM-AL-BL-033 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunan Low Carbon φ178 Aluminum Billet Premium,Yunan Low Carbon φ178 Aluminum Billet Premium (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,8-series Low Carbon Double Zero Foil Premium SMM-AL-AP-053 USD/tonne 0 24/04/2026,8-series Low Carbon Double Zero Foil Premium SMM-AL-AP-053 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,8-series Low Carbon Double Zero Foil Premium SMM-AL-AP-053,8-series Low Carbon Double Zero Foil Premium SMM-AL-AP-053 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,8-series Low Carbon Double Zero Foil Premium,8-series Low Carbon Double Zero Foil Premium (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,1-series Low Carbon Double Zero Foil Premium SMM-AL-AP-054 USD/tonne 0 24/04/2026,1-series Low Carbon Double Zero Foil Premium SMM-AL-AP-054 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,1-series Low Carbon Double Zero Foil Premium SMM-AL-AP-054,1-series Low Carbon Double Zero Foil Premium SMM-AL-AP-054 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,1-series Low Carbon Double Zero Foil Premium,1-series Low Carbon Double Zero Foil Premium (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,SMM Aluminum Alloy Ingot ADC12 SMM-AL-AY-001 USD/tonne -14.97 24/04/2026,SMM Aluminum Alloy Ingot ADC12 SMM-AL-AY-001 USD/tonne -14.97 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,SMM Aluminum Alloy Ingot ADC12 SMM-AL-AY-001,SMM Aluminum Alloy Ingot ADC12 SMM-AL-AY-001 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,SMM Aluminum Alloy Ingot ADC12,SMM Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ADC12 CIF Japan SMM-AL-AY-014 USD/tonne +10 24/04/2026,Aluminum Alloy Ingot ADC12 CIF Japan SMM-AL-AY-014 USD/tonne +10 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ADC12 CIF Japan SMM-AL-AY-014,Aluminum Alloy Ingot ADC12 CIF Japan SMM-AL-AY-014 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ADC12 CIF Japan,Aluminum Alloy Ingot ADC12 CIF Japan (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Thailand aluminium Alloy Ingot ADC12 SMM-AL-AY-021 THB/kg 0 24/04/2026,Thailand aluminium Alloy Ingot ADC12 SMM-AL-AY-021 THB/kg 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Thailand aluminium Alloy Ingot ADC12 SMM-AL-AY-021,Thailand aluminium Alloy Ingot ADC12 SMM-AL-AY-021 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Thailand aluminium Alloy Ingot ADC12,Thailand aluminium Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Thailand Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-030 USD/tonne 0 24/04/2026,Thailand Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-030 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Thailand Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-030,Thailand Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-030 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Thailand Aluminum Alloy Ingot ADC12 FOB,Thailand Aluminum Alloy Ingot ADC12 FOB (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Malaysia Aluminum Alloy Ingot ADC12 SMM-AL-AY-031 MYR/kg 0 24/04/2026,Malaysia Aluminum Alloy Ingot ADC12 SMM-AL-AY-031 MYR/kg 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Malaysia Aluminum Alloy Ingot ADC12 SMM-AL-AY-031,Malaysia Aluminum Alloy Ingot ADC12 SMM-AL-AY-031 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Malaysia Aluminum Alloy Ingot ADC12,Malaysia Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Malaysia Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-032 USD/tonne 0 24/04/2026,Malaysia Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-032 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Malaysia Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-032,Malaysia Aluminum Alloy Ingot ADC12 FOB SMM-AL-AY-032 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Malaysia Aluminum Alloy Ingot ADC12 FOB,Malaysia Aluminum Alloy Ingot ADC12 FOB (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Ningbo Aluminum Alloy Ingot ADC12 SMM-AL-AY-006 USD/tonne -14.88 24/04/2026,Ningbo Aluminum Alloy Ingot ADC12 SMM-AL-AY-006 USD/tonne -14.88 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Ningbo Aluminum Alloy Ingot ADC12 SMM-AL-AY-006,Ningbo Aluminum Alloy Ingot ADC12 SMM-AL-AY-006 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Ningbo Aluminum Alloy Ingot ADC12,Ningbo Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ADC12 CIF Ningbo SMM-AL-AY-004 USD/tonne 0 24/04/2026,Aluminum Alloy Ingot ADC12 CIF Ningbo SMM-AL-AY-004 USD/tonne 0 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ADC12 CIF Ningbo SMM-AL-AY-004,Aluminum Alloy Ingot ADC12 CIF Ningbo SMM-AL-AY-004 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ADC12 CIF Ningbo,Aluminum Alloy Ingot ADC12 CIF Ningbo (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,East China Aluminum Alloy Ingot ADC12 SMM-AL-AY-007 USD/tonne -14.97 24/04/2026,East China Aluminum Alloy Ingot ADC12 SMM-AL-AY-007 USD/tonne -14.97 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,East China Aluminum Alloy Ingot ADC12 SMM-AL-AY-007,East China Aluminum Alloy Ingot ADC12 SMM-AL-AY-007 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,East China Aluminum Alloy Ingot ADC12,East China Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,South China Aluminum Alloy Ingot ADC12 SMM-AL-AY-008 USD/tonne -14.97 24/04/2026,South China Aluminum Alloy Ingot ADC12 SMM-AL-AY-008 USD/tonne -14.97 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,South China Aluminum Alloy Ingot ADC12 SMM-AL-AY-008,South China Aluminum Alloy Ingot ADC12 SMM-AL-AY-008 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,South China Aluminum Alloy Ingot ADC12,South China Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Southwest China Aluminum Alloy Ingot ADC12 SMM-AL-AY-009 USD/tonne -14.97 24/04/2026,Southwest China Aluminum Alloy Ingot ADC12 SMM-AL-AY-009 USD/tonne -14.97 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Southwest China Aluminum Alloy Ingot ADC12 SMM-AL-AY-009,Southwest China Aluminum Alloy Ingot ADC12 SMM-AL-AY-009 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Southwest China Aluminum Alloy Ingot ADC12,Southwest China Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Northeast China Aluminum Alloy Ingot ADC12 SMM-AL-AY-010 USD/tonne -14.97 24/04/2026,Northeast China Aluminum Alloy Ingot ADC12 SMM-AL-AY-010 USD/tonne -14.97 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Northeast China Aluminum Alloy Ingot ADC12 SMM-AL-AY-010,Northeast China Aluminum Alloy Ingot ADC12 SMM-AL-AY-010 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Northeast China Aluminum Alloy Ingot ADC12,Northeast China Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunnan Aluminum Alloy Ingot ADC12 SMM-AL-AY-011 USD/tonne -14.91 24/04/2026,Yunnan Aluminum Alloy Ingot ADC12 SMM-AL-AY-011 USD/tonne -14.91 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunnan Aluminum Alloy Ingot ADC12 SMM-AL-AY-011,Yunnan Aluminum Alloy Ingot ADC12 SMM-AL-AY-011 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Yunnan Aluminum Alloy Ingot ADC12,Yunnan Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Guizhou Aluminum Alloy Ingot ADC12 SMM-AL-AY-012 USD/tonne -14.91 24/04/2026,Guizhou Aluminum Alloy Ingot ADC12 SMM-AL-AY-012 USD/tonne -14.91 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Guizhou Aluminum Alloy Ingot ADC12 SMM-AL-AY-012,Guizhou Aluminum Alloy Ingot ADC12 SMM-AL-AY-012 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Guizhou Aluminum Alloy Ingot ADC12,Guizhou Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Hunan Aluminum Alloy Ingot ADC12 SMM-AL-AY-013 USD/tonne -14.93 24/04/2026,Hunan Aluminum Alloy Ingot ADC12 SMM-AL-AY-013 USD/tonne -14.93 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Hunan Aluminum Alloy Ingot ADC12 SMM-AL-AY-013,Hunan Aluminum Alloy Ingot ADC12 SMM-AL-AY-013 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Hunan Aluminum Alloy Ingot ADC12,Hunan Aluminum Alloy Ingot ADC12 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,SMM Southern China die-cast Aluminum Ingot SMM-AL-AY-023 USD/tonne -1.92 24/04/2026,SMM Southern China die-cast Aluminum Ingot SMM-AL-AY-023 USD/tonne -1.92 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,SMM Southern China die-cast Aluminum Ingot SMM-AL-AY-023,SMM Southern China die-cast Aluminum Ingot SMM-AL-AY-023 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,SMM Southern China die-cast Aluminum Ingot,SMM Southern China die-cast Aluminum Ingot (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi9Cu3 SMM-AL-AY-002 USD/tonne -15.03 24/04/2026,Aluminum Alloy Ingot AlSi9Cu3 SMM-AL-AY-002 USD/tonne -15.03 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi9Cu3 SMM-AL-AY-002,Aluminum Alloy Ingot AlSi9Cu3 SMM-AL-AY-002 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi9Cu3,Aluminum Alloy Ingot AlSi9Cu3 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A380 SMM-AL-AY-003 USD/tonne -15.13 24/04/2026,Aluminum Alloy Ingot A380 SMM-AL-AY-003 USD/tonne -15.13 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A380 SMM-AL-AY-003,Aluminum Alloy Ingot A380 SMM-AL-AY-003 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A380,Aluminum Alloy Ingot A380 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AC4B SMM-AL-AY-015 USD/tonne -15.02 24/04/2026,Aluminum Alloy Ingot AC4B SMM-AL-AY-015 USD/tonne -15.02 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AC4B SMM-AL-AY-015,Aluminum Alloy Ingot AC4B SMM-AL-AY-015 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AC4B,Aluminum Alloy Ingot AC4B (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A360 SMM-AL-AY-005 USD/tonne -8.61 24/04/2026,Aluminum Alloy Ingot A360 SMM-AL-AY-005 USD/tonne -8.61 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A360 SMM-AL-AY-005,Aluminum Alloy Ingot A360 SMM-AL-AY-005 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A360,Aluminum Alloy Ingot A360 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ZLD102 SMM-AL-AY-016 USD/tonne -8.57 24/04/2026,Aluminum Alloy Ingot ZLD102 SMM-AL-AY-016 USD/tonne -8.57 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ZLD102 SMM-AL-AY-016,Aluminum Alloy Ingot ZLD102 SMM-AL-AY-016 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ZLD102,Aluminum Alloy Ingot ZLD102 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ZLD104 SMM-AL-AY-017 USD/tonne -8.58 24/04/2026,Aluminum Alloy Ingot ZLD104 SMM-AL-AY-017 USD/tonne -8.58 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ZLD104 SMM-AL-AY-017,Aluminum Alloy Ingot ZLD104 SMM-AL-AY-017 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot ZLD104,Aluminum Alloy Ingot ZLD104 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi10MnMg SMM-AL-AY-018 USD/tonne -8.65 24/04/2026,Aluminum Alloy Ingot AlSi10MnMg SMM-AL-AY-018 USD/tonne -8.65 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi10MnMg SMM-AL-AY-018,Aluminum Alloy Ingot AlSi10MnMg SMM-AL-AY-018 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi10MnMg,Aluminum Alloy Ingot AlSi10MnMg (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi10Mg(Fe) SMM-AL-AY-019 USD/tonne -8.62 24/04/2026,Aluminum Alloy Ingot AlSi10Mg(Fe) SMM-AL-AY-019 USD/tonne -8.62 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi10Mg(Fe) SMM-AL-AY-019,Aluminum Alloy Ingot AlSi10Mg(Fe) SMM-AL-AY-019 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi10Mg(Fe),Aluminum Alloy Ingot AlSi10Mg(Fe) (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi12(Fe) SMM-AL-AY-020 USD/tonne -8.6 24/04/2026,Aluminum Alloy Ingot AlSi12(Fe) SMM-AL-AY-020 USD/tonne -8.6 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi12(Fe) SMM-AL-AY-020,Aluminum Alloy Ingot AlSi12(Fe) SMM-AL-AY-020 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot AlSi12(Fe),Aluminum Alloy Ingot AlSi12(Fe) (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A356 SMM-AL-AY-022 USD/tonne -2.09 24/04/2026,Aluminum Alloy Ingot A356 SMM-AL-AY-022 USD/tonne -2.09 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A356 SMM-AL-AY-022,Aluminum Alloy Ingot A356 SMM-AL-AY-022 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Alloy Ingot A356,Aluminum Alloy Ingot A356 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires A, Aluminum Based Master Alloy SMM-AL-BY-001 USD/tonne -9.54 24/04/2026","Al-Ti-B Wires A, Aluminum Based Master Alloy SMM-AL-BY-001 USD/tonne -9.54 24/04/2026 (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires A, Aluminum Based Master Alloy SMM-AL-BY-001","Al-Ti-B Wires A, Aluminum Based Master Alloy SMM-AL-BY-001 (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires A, Aluminum Based Master Alloy","Al-Ti-B Wires A, Aluminum Based Master Alloy (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires B, Aluminum Based Master Alloy SMM-AL-BY-002 USD/tonne -9.24 24/04/2026","Al-Ti-B Wires B, Aluminum Based Master Alloy SMM-AL-BY-002 USD/tonne -9.24 24/04/2026 (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires B, Aluminum Based Master Alloy SMM-AL-BY-002","Al-Ti-B Wires B, Aluminum Based Master Alloy SMM-AL-BY-002 (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires B, Aluminum Based Master Alloy","Al-Ti-B Wires B, Aluminum Based Master Alloy (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires C, Aluminum Based Master Alloy SMM-AL-BY-003 USD/tonne -9.07 24/04/2026","Al-Ti-B Wires C, Aluminum Based Master Alloy SMM-AL-BY-003 USD/tonne -9.07 24/04/2026 (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires C, Aluminum Based Master Alloy SMM-AL-BY-003","Al-Ti-B Wires C, Aluminum Based Master Alloy SMM-AL-BY-003 (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,"Al-Ti-B Wires C, Aluminum Based Master Alloy","Al-Ti-B Wires C, Aluminum Based Master Alloy (USD/t)",USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Strontium Alloy AlSr10 SMM-AL-BY-004 USD/tonne -9.37 24/04/2026,Aluminum Strontium Alloy AlSr10 SMM-AL-BY-004 USD/tonne -9.37 24/04/2026 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Strontium Alloy AlSr10 SMM-AL-BY-004,Aluminum Strontium Alloy AlSr10 SMM-AL-BY-004 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
,,Aluminum Strontium Alloy AlSr10,Aluminum Strontium Alloy AlSr10 (USD/t),USD,t,https://www.metal.com/Aluminum?currency_type=2,TRUE,2026-04-25 16:41:24,Pending
